text,label
"Chronopost : votre commande arrive demain entre 9h et 13h, aucune action requise.",0
Votre abonnement Netflix a expiré. Renouvelez avant minuit pour 350€ : http://netflix-support.win,1
"Votre facture PayPal de 1,99€ est disponible, prélèvement le 5 du mois.",0
"Service après-vente La Poste : un remboursement de 2,99€ est en attente, rappelez le 0 805 12 34 56 pour finaliser.",1
"Coucou Marie, j'ai relu ta PR, deux petits commentaires mineurs, sinon c'est bon.",0
"Orange : connexion depuis un nouvel appareil. Si ce n'est pas vous, sécurisez votre compte : https://maj-orange.info",1
"Bonjour Léa, pense à acheter du pain en rentrant, merci !",0
"UPS : adresse incomplète, votre colis sera retourné avant minuit. Mettez à jour : http://espace-ups.co",1
Votre portefeuille crypto a été crédité de 129€. Activez le retrait : http://wallet-support.win,1
Support Free : mise à jour de sécurité obligatoire. Connectez-vous sous 24h : http://free-support.win,1
"Netflix fête ses 10 ans : merci d'être client, aucune action de votre part.",0
Support Netflix : mise à jour de sécurité obligatoire. Connectez-vous dans l'heure : http://netflix-support.win,1
"Alerte sécurité la Caisse d'Épargne : un virement de 1,99€ est en attente, confirmez : http://lacaissedepa-support.win",1
"votre déclaration a bien été enregistrée, aucune démarche supplémentaire n'est nécessaire.",0
Vous avez été tiré au sort pour un iPhone 15. Répondez sous 24h pour le recevoir : http://secure-paypal-verif.com,1
la DGFiP vous informe d'une amende impayée de 129€. Payez maintenant : http://secure-gouv-verif.com,1
"Salut Paul, merci pour le cadeau, ça m'a fait super plaisir !",0
"Bonjour, c'est votre conseiller le Crédit Agricole. Pour valider l'opération, confirmez-moi le code reçu par SMS.",1
"Bonjour, c'est votre conseiller la Société Générale. Pour valider l'opération, confirmez-moi le code reçu par SMS.",1
Message de la Société Générale : connexion suspecte détectée. Validez votre identité avant minuit : http://secure-lasocietegen-verif.com,1
"Alerte sécurité la Société Générale : un virement de 350€ est en attente, confirmez : http://lasocietegen-support.win",1
"votre résumé hebdo Amazon est prêt, bonne lecture.",0
Opportunité crypto exclusive : envoyez à 1A1zP1eP5QGefi2DMPTfTL5SLmv7DivfNa pour doubler votre mise.,1
Message de le Crédit Agricole : connexion suspecte détectée. Validez votre identité avant minuit : http://lecreditagri-support.win,1
"Salut Lucas, le ticket #214 est résolu, j'ai poussé le correctif en recette.",0
Message de LCL : connexion suspecte détectée. Validez votre identité avant minuit : http://lcl-support.win,1
"le Trésor Public : un remboursement de 1,99€ vous attend. Renseignez votre RIB immédiatement : http://espace-gouv.co",1
Suivi UPS : un paiement de 49€ est requis pour la livraison. http://ups-support.win,1
Avis de l'URSSAF : pénalité sous 24h si votre dossier n'est pas régularisé : https://maj-gouv.info,1
"Coucou Sophie, tu veux qu'on covoiture demain pour aller au boulot ?",0
"votre relevé est disponible dans l'application, aucun incident à signaler.",0
Investissez 129€ en Bitcoin et gagnez x10 garanti. Inscrivez-vous : http://secure-crypto-verif.com,1
"merci pour votre commande, le suivi La Poste est dans votre espace client habituel.",0
"Papa c'est moi, j'ai un nouveau numéro. J'ai un souci, peux-tu m'envoyer 9 500€ par virement stp ?",1
"Rappel : il reste 2,99€ à régler sur votre commande, le paiement se fait dans votre espace habituel.",0
"Hey Karim, café d'équipe jeudi 10h en salle A2, pense à réserver le projecteur.",0
"Service après-vente Netflix : un remboursement de 1,99€ est en attente, rappelez le 0 805 12 34 56 pour finaliser.",1
"Bonjour Léa, la démo client est décalée à 14h, je t'envoie le nouveau créneau.",0
Investissez 9 500€ en Bitcoin et gagnez x10 garanti. Inscrivez-vous : http://crypto-support.win,1
"Maman, j'ai cassé mon téléphone, voici mon nouveau numéro. Peux-tu régler une facture de 2,99€ en urgence ? Je te rembourse vite.",1
"Orange : connexion depuis un nouvel appareil. Si ce n'est pas vous, sécurisez votre compte : http://espace-orange.co",1
"Sécurité : un agent va vous appeler, donnez-lui le code 396578 pour débloquer votre compte.",1
"Hello Hugo, j'ai trouvé un bon plan pour les vacances, je t'envoie le lien après.",0
"Votre facture PayPal de 2,99€ est disponible, prélèvement le 5 du mois.",0
"Code de connexion : 635231. Si vous n'êtes pas à l'origine de cette demande, ignorez ce message.",0
"Coucou Nadia, le compte-rendu de la réunion est envoyé, objectifs à 92 %.",0
"merci pour votre commande, le suivi Colissimo est dans votre espace client habituel.",0
"Hey Hugo, merci pour ton aide hier, le bug de prod est réglé.",0
Rappelez d'urgence le 0896 85 72 77 concernant votre dossier.,1
Message de la Caisse d'Épargne : connexion suspecte détectée. Validez votre identité dans l'heure : http://secure-lacaissedepa-verif.com,1
"Coucou Julie, mise à jour des congés dans le SIRH avant vendredi, merci.",0
"Votre banque : un paiement de 9 500€ a été débité, retrouvez le détail dans l'application.",0
Votre abonnement PayPal a expiré. Renouvelez immédiatement pour 9 500€ : http://secure-paypal-verif.com,1
"Colissimo : votre commande arrive demain entre 9h et 13h, aucune action requise.",0
C'est ton responsable. Peux-tu acheter 2 cartes cadeaux Amazon pour un client et m'envoyer les codes ? Je suis en réunion.,1
"Code de connexion : 983054. Si vous n'êtes pas à l'origine de cette demande, ignorez ce message.",0
"Hello Inès, mise à jour des congés dans le SIRH avant vendredi, merci.",0
"Code de connexion : 341801. Si vous n'êtes pas à l'origine de cette demande, ignorez ce message.",0
Vous avez été tiré au sort pour un iPhone 15. Répondez immédiatement pour le recevoir : http://microsoft-support.win,1
"Hey Marie, le rapport hebdo est dans le drive partagé, jette un œil quand tu peux.",0
le Trésor Public : un remboursement de 1000€ vous attend. Renseignez votre RIB sous 24h : http://secure-gouv-verif.com,1
"merci pour votre commande, le suivi Chronopost est dans votre espace client habituel.",0
"Coucou Julie, le resto de ce soir est réservé pour 19h30, à tout à l'heure.",0
"Votre facture PayPal de 1000€ est disponible, prélèvement le 5 du mois.",0
la CAF vous informe d'une amende impayée de 1000€. Payez maintenant : https://maj-gouv.info,1
"Free fête ses 10 ans : merci d'être client, aucune action de votre part.",0
C'est ton responsable. Peux-tu acheter 2 cartes cadeaux Apple pour un client et m'envoyer les codes ? Je suis en réunion.,1
"votre résumé hebdo La Poste est prêt, bonne lecture.",0
"DHL : votre commande arrive demain entre 9h et 13h, aucune action requise.",0
"Orange : connexion depuis un nouvel appareil. Si ce n'est pas vous, sécurisez votre compte : http://secure-orange-verif.com",1
"Service après-vente Chronopost : un remboursement de 2,99€ est en attente, rappelez le 09 70 80 90 00 pour finaliser.",1
"Hello Lucas, le resto de ce soir est réservé pour 19h30, à tout à l'heure.",0
"Bonjour Lucas, café d'équipe jeudi 10h en salle A2, pense à réserver le projecteur.",0
"Votre banque : un paiement de 129€ a été débité, retrouvez le détail dans l'application.",0
"Service après-vente PayPal : un remboursement de 1,99€ est en attente, rappelez le 01 57 32 48 11 pour finaliser.",1
"Hey Marie, merci pour le cadeau, ça m'a fait super plaisir !",0
Code OTP 519904 – Ne le partagez avec personne (répondez pour confirmer).,1
"Coucou Paul, voici les photos du week-end, à très vite.",0
Votre code de vérification est 1845. Communiquez-le à notre conseiller pour valider.,1
"Maman, j'ai cassé mon téléphone, voici mon nouveau numéro. Peux-tu régler une facture de 1000€ en urgence ? Je te rembourse vite.",1
"Votre banque : un paiement de 49€ a été débité, retrouvez le détail dans l'application.",0
"Colissimo : adresse incomplète, votre colis sera retourné dans l'heure. Mettez à jour : https://maj-colissimo.info",1
Rappelez d'urgence le 0853 30 57 49 concernant votre dossier.,1
Bravo ! Votre numéro a gagné 1000€. Cliquez sous 48h : http://espace-netflix.co,1
"votre retour UPS a bien été pris en charge, remboursement sous 5 jours.",0
"Votre colis Chronopost est retenu. Réglez les frais de douane de 1,99€ : http://chronopost-support.win",1
Code OTP 429795 – Ne le partagez avec personne (répondez pour confirmer).,1
"Sécurité : un agent va vous appeler, donnez-lui le code 578975 pour débloquer votre compte.",1
Félicitations ! Vous avez gagné une carte cadeau Free de 49€. Réclamez-la : http://espace-free.co,1
"Chronopost : connexion depuis un nouvel appareil. Si ce n'est pas vous, sécurisez votre compte : http://chronopost-support.win",1
"Investissez 2,99€ en Bitcoin et gagnez x10 garanti. Inscrivez-vous : https://maj-crypto.info",1
Votre colis La Poste est retenu. Réglez les frais de douane de 9 500€ : http://espace-laposte.co,1
Félicitations ! Vous avez gagné une carte cadeau DHL de 49€. Réclamez-la : http://dhl-support.win,1
Support Netflix : mise à jour de sécurité obligatoire. Connectez-vous sous 48h : http://espace-netflix.co,1
"Salut Marie, on se voit toujours samedi pour le ciné ? Séance de 20h.",0
"Coucou Léa, le compte-rendu de la réunion est envoyé, objectifs à 92 %.",0
Rappelez d'urgence le 0860 86 17 10 concernant votre dossier.,1
"+33 7 56 38 64 81 : votre carte bancaire a été bloquée, rappelez.",1
"Service après-vente PayPal : un remboursement de 1000€ est en attente, rappelez le 0 805 12 34 56 pour finaliser.",1
votre colis Chronopost a été livré dans votre boîte aux lettres.,0
"votre résumé hebdo Free est prêt, bonne lecture.",0
"Maman, j'ai cassé mon téléphone, voici mon nouveau numéro. Peux-tu régler une facture de 9 500€ en urgence ? Je te rembourse vite.",1
"Hey Julie, on se voit toujours samedi pour le ciné ? Séance de 20h.",0
"Investissez 2,99€ en Bitcoin et gagnez x10 garanti. Inscrivez-vous : http://secure-crypto-verif.com",1
"Newsletter Free : découvrez nos nouveautés du mois, désinscription en bas de page.",0
"Code de connexion : 740790. Si vous n'êtes pas à l'origine de cette demande, ignorez ce message.",0
Rappelez d'urgence le 0875 85 23 67 concernant votre dossier.,1
"Hello Inès, le ticket #214 est résolu, j'ai poussé le correctif en recette.",0
Investissez 49€ en Bitcoin et gagnez x10 garanti. Inscrivez-vous : http://secure-crypto-verif.com,1
"votre résumé hebdo Netflix est prêt, bonne lecture.",0
Votre code de vérification est 9889. Communiquez-le à notre conseiller pour valider.,1
Votre colis Chronopost est retenu. Réglez les frais de douane de 9 500€ : https://maj-chronopost.info,1
"Alerte sécurité le Crédit Agricole : un virement de 1000€ est en attente, confirmez : https://maj-lecreditagri.info",1
"Coucou Nadia, café d'équipe jeudi 10h en salle A2, pense à réserver le projecteur.",0
Rappelez d'urgence le 0857 29 97 70 concernant votre dossier.,1
"Netflix : connexion depuis un nouvel appareil. Si ce n'est pas vous, sécurisez votre compte : https://maj-netflix.info",1
"Orange fête ses 10 ans : merci d'être client, aucune action de votre part.",0
"Newsletter Amazon : découvrez nos nouveautés du mois, désinscription en bas de page.",0
"Newsletter Orange : découvrez nos nouveautés du mois, désinscription en bas de page.",0
Rappelez d'urgence le 0810 33 28 82 concernant votre dossier.,1
"Bonjour Thomas, café d'équipe jeudi 10h en salle A2, pense à réserver le projecteur.",0
Rappelez d'urgence le 0861 64 97 23 concernant votre dossier.,1
Avis de la DGFiP : pénalité avant minuit si votre dossier n'est pas régularisé : https://maj-gouv.info,1
"votre résumé hebdo Apple est prêt, bonne lecture.",0
"Suivi UPS : un paiement de 2,99€ est requis pour la livraison. http://secure-ups-verif.com",1
Votre rendez-vous est confirmé. Un acompte de 49€ sera demandé sur place.,0
"Salut Alex, la démo client est décalée à 14h, je t'envoie le nouveau créneau.",0
"la CAF : un remboursement de 2,99€ vous attend. Renseignez votre RIB dans l'heure : http://gouv-support.win",1
"Bonjour Nadia, rappel : rendez-vous médecin lundi 15h.",0
"Bravo ! Votre numéro a gagné 1,99€. Cliquez immédiatement : http://espace-laposte.co",1
"DHL : adresse incomplète, votre colis sera retourné sous 48h. Mettez à jour : http://dhl-support.win",1
"merci pour votre commande, le suivi UPS est dans votre espace client habituel.",0
"Hello Nadia, le resto de ce soir est réservé pour 19h30, à tout à l'heure.",0
Message de LCL : connexion suspecte détectée. Validez votre identité avant minuit : http://espace-lcl.co,1
"Sécurité : un agent va vous appeler, donnez-lui le code 504832 pour débloquer votre compte.",1
"Alerte sécurité votre banque : un virement de 350€ est en attente, confirmez : http://votrebanque-support.win",1
Votre rendez-vous est confirmé. Un acompte de 1000€ sera demandé sur place.,0
"La Poste : votre commande arrive demain entre 9h et 13h, aucune action requise.",0
Votre portefeuille crypto a été crédité de 1000€. Activez le retrait : http://espace-wallet.co,1
Votre abonnement Apple a expiré. Renouvelez dans l'heure pour 350€ : https://maj-apple.info,1
votre colis Colissimo a été livré dans votre boîte aux lettres.,0
Votre code de vérification est 4073. Communiquez-le à notre conseiller pour valider.,1
"UPS : votre commande arrive demain entre 9h et 13h, aucune action requise.",0
Support DHL : mise à jour de sécurité obligatoire. Connectez-vous sous 48h : http://secure-dhl-verif.com,1
"confirmation d'inscription au webinaire de jeudi, le lien est dans votre espace.",0
"Bonjour Lucas, la démo client est décalée à 14h, je t'envoie le nouveau créneau.",0
"Votre abonnement Orange a expiré. Renouvelez dans l'heure pour 1,99€ : http://orange-support.win",1
Support Apple : mise à jour de sécurité obligatoire. Connectez-vous avant minuit : http://apple-support.win,1
Avis de l'URSSAF : pénalité sous 24h si votre dossier n'est pas régularisé : http://gouv-support.win,1
Vous avez été tiré au sort pour un iPhone 15. Répondez sous 24h pour le recevoir : https://maj-laposte.info,1
"+33 7 56 65 24 46 : votre carte bancaire a été bloquée, rappelez.",1
Vous avez été tiré au sort pour un iPhone 15. Répondez dans l'heure pour le recevoir : http://espace-microsoft.co,1
Votre code de vérification est 6213. Communiquez-le à notre conseiller pour valider.,1
C'est ton responsable. Peux-tu acheter 4 cartes cadeaux Apple pour un client et m'envoyer les codes ? Je suis en réunion.,1
"Je t'aime, mais j'ai une urgence familiale. Envoie-moi de quoi payer l'hôpital, je n'ai que toi.",1
"Votre facture Netflix de 1000€ est disponible, prélèvement le 5 du mois.",0
"Salut Alex, café d'équipe jeudi 10h en salle A2, pense à réserver le projecteur.",0
"Bonjour, c'est votre conseiller votre banque. Pour valider l'opération, confirmez-moi le code reçu par SMS.",1
"Bonjour Marie, pense à acheter du pain en rentrant, merci !",0
"DHL : adresse incomplète, votre colis sera retourné dans l'heure. Mettez à jour : http://secure-dhl-verif.com",1
Félicitations ! Vous avez gagné une carte cadeau Apple de 350€. Réclamez-la : http://secure-apple-verif.com,1
"UPS : adresse incomplète, votre colis sera retourné sous 24h. Mettez à jour : http://ups-support.win",1
"Sécurité : un agent va vous appeler, donnez-lui le code 633590 pour débloquer votre compte.",1
"Colissimo : votre colis arrive aujourd'hui, suivez-le sur laposte.fr/suivi.",0
